ID,Name,CAS,SMILES
T8170,Carboxyatractyloside tripotassium salt,77228-71-8,[H][C@@]12CC[C@@H]3C[C@@]1(CC[C@@]1([H])[C@@]2(C)C[C@@H](CC1(C(O)=O)C(O)=O)O[C@@H]1O[C@H](CO)[C@@H](OS(O)(=O)=O)[C@H](OS(O)(=O)=O)[C@H]1OC(=O)CC(C)C)[C@@H](O)C3=C
T8169,Decursinol,23458-02-8,CC1(C)Oc2cc(OC(C=C3)=O)c3cc2C[C@@H]1O
T8168,Hydroxytyrosol Acetate,69039-02-7,CC(OCCc(cc1)cc(O)c1O)=O
T8167,medicagenic acid,599-07-5,[H][C@@]12CC(C)(C)CC[C@@]1(CC[C@]1(C)C2=CC[C@]2([H])[C@@]3(C)C[C@H](O)[C@H](O)[C@@](C)(C(O)=O)[C@]3([H])CC[C@@]12C)C(O)=O
T8166,Pennogenin 3-O-beta-chacotrioside,55916-52-4,C[C@@H]1CC[C@@]2([C@H]([C@]3([C@@H](O2)C[C@@H]4[C@@]3(CC[C@H]5[C@H]4CC=C6[C@@]5(CC[C@@H](C6)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O[C@H]8[C@@H]([C@@H]([C@H]([C@@H](O8)C)O)O)O)O)O[C@H]9[C@@H]([C@@H]([C@H]([C@@H](O9)C)O)O)O)C)C)O)C)OC1
T8165,Erythrodiol,545-48-2,[H][C@@]12CC(C)(C)CC[C@]1(CO)CC[C@]1(C)C2=CC[C@]2([H])[C@@]3(C)CC[C@H](O)C(C)(C)[C@]3([H])CC[C@@]12C
T8164,Xylopentaose,49694-20-4,C1[C@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2CO[C@H]([C@@H]([C@H]2O)O)O[C@@H]3CO[C@H]([C@@H]([C@H]3O)O)O[C@@H]4CO[C@H]([C@@H]([C@H]4O)O)O[C@@H]5COC([C@@H]([C@H]5O)O)O)O)O)O
T8163,Glucovanillin,494-08-6,COc(cc(C=O)cc1)c1O[C@@H]([C@@H]([C@H]1O)O)O[C@H](CO)[C@H]1O
T8162,Cannabidivarin,24274-48-4,CCCc1cc(O)c([C@@H]2C=C(C)CC[C@H]2C(C)=C)c(O)c1
T8161,Vicine,152-93-2,NC(NC(N)=NC1=O)=C1O[C@@H]([C@@H]([C@H]1O)O)O[C@H](CO)[C@H]1O
T8160,EGCG Octaacetate,148707-39-5,CC(Oc1cc(O[C@@H]([C@@H](C2)OC(c(cc3OC(C)=O)cc(OC(C)=O)c3OC(C)=O)=O)c(cc3OC(C)=O)cc(OC(C)=O)c3OC(C)=O)c2c(OC(C)=O)c1)=O
T8159,Senkyunolide H,94596-27-7,CCC/C=C(/C(CC[C@H]1O)=C2[C@@H]1O)\OC2=O
T8158,Tilianin,4291-60-5,COc(cc1)ccc1C(Oc1c2c(O)cc(O[C@@H]([C@@H]([C@H]3O)O)O[C@H](CO)[C@H]3O)c1)=CC2=O
T8155,Maltoheptaose,34620-78-5,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@H](O[C@@H]([C@@H]([C@H]2O)O)O[C@@H]3[C@H](O[C@@H]([C@@H]([C@H]3O)O)O[C@@H]4[C@H](O[C@@H]([C@@H]([C@H]4O)O)O[C@@H]5[C@H](O[C@@H]([C@@H]([C@H]5O)O)O[C@@H]6[C@H](O[C@@H]([C@@H]([C@H]6O)O)O[C@@H]7[C@H](O[C@@H]([C@@H]([C@H]7O)O)O)CO)CO)CO)CO)CO)CO)O)O)O)O
T8154,Fructo-oligosaccharide DP9 / GF8,143625-74-5,C(C1C(C(C(C(O1)O[C@]2(C(C(C(O2)CO)O)O)CO[C@]3(C(C(C(O3)CO)O)O)CO[C@]4(C(C(C(O4)CO)O)O)CO[C@]5(C(C(C(O5)CO)O)O)CO[C@]6(C(C(C(O6)CO)O)O)CO[C@]7(C(C(C(O7)CO)O)O)CO[C@]8(C(C(C(O8)CO)O)O)CO[C@]9(C(C(C(O9)CO)O)O)CO)O)O)O)O
T8152,6-Demethoxytangeretin,6601-66-7,COc(cc1)ccc1C(Oc1c2c(OC)cc(OC)c1OC)=CC2=O
T8145,Benzyl cinnamate,103-41-3,O=C(/C=C/c1ccccc1)OCc1ccccc1
T8144,Raffinose,512-69-6,OCC1OC(OCC2OC(OC3(CO)OC(CO)C(O)C3O)C(O)C(O)C2O)C(O)C(O)C1O
T8126,Cefodizime Sodium,86329-79-5,CC1=C(SC(=N1)SCC2=C(N3[C@@H]([C@@H](C3=O)NC(=O)/C(=N\OC)/C4=CSC(=N4)N)SC2)C(=O)[O-])CC(=O)[O-].[Na+].[Na+]
T8121,Octacosanoic acid,506-48-9,CCCCCCCCCCCCCCCCCCCCCCCCCCCC(O)=O
T8120,N-Benzylstearamide,5327-45-7,CCCCCCCCCCCCCCCCCC(NCc1ccccc1)=O
T8118,Bekanamycin,4696-76-8,C1[C@@H]([C@H]([C@@H]([C@H]([C@@H]1N)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)N)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CN)O)O)N)N
T8116,Bicyclo[5.3.0]Decapentaene,275-51-4,C1=CC2=CC=CC=CC2=C1
T8115,Menthofuran,494-90-6,CC(CC1)Cc2c1c(C)co2
T8114,Quercetagetin,90-18-6,Oc(ccc(C(Oc(c(C1=O)c2O)cc(O)c2O)=C1O)c1)c1O
T8113,4-Methyl-6-Methoxycoumarin,6295-35-8,CC(c(cc(cc1)OC)c1O1)=CC1=O
T8112,¦Â-Gentiobiose,554-91-6,OC[C@H]([C@H]([C@@H]([C@H]1O)O)O)O[C@H]1OC[C@H]([C@H]([C@@H]([C@H](C=O)O)O)O)O
T8109,d-Neomenthol,2216-52-6,CC(C)[C@H](CC[C@@H](C)C1)[C@H]1O
T8105,Indole-3-carboxaldehyde,487-89-8,O=Cc1c[nH]c2c1cccc2
T8100,Azetidine-2-carboxylic acid,2517-04-6,OC(=O)C1CCN1
T8099,trans-2-Hexenal,6728-26-3,CCC\C=C\C=O
T8093,DL-Benzylsuccinic acid,884-33-3,OC(=O)CC(Cc1ccccc1)C(O)=O
T8090,Methyl p-tert-butylphenylacetate,3549-23-3,COC(=O)Cc1ccc(cc1)C(C)(C)C
T8088,Furfuryl acetate,623-17-6,CC(OCc1ccco1)=O
T8087,Tropolone,533-75-5,C1=CC=C(C(=O)C=C1)O
T8085,Corey Lactone Diol,32233-40-2,OC[C@H]([C@@H](C1)[C@H](C2)OC1=O)[C@@H]2O
T8084,Dimetghyl 4-Hydroxyisophthalate,5985-24-0,COC(=O)C1=CC(=C(C=C1)O)C(=O)OC
T8083,Pyridoxal 5-phosphate monohydrate,41468-25-1,Cc(ncc(COP(O)(O)=O)c1C=O)c1O.O
T8078,¦Ã-Decalactone,706-14-9,CCCCCCC1CCC(=O)O1
T8077,Dihydrojasmone,1128-08-1,CCCCCC1=C(C)CCC1=O
T8076,Jasmone,488-10-8,CC/C=C\CC1=C(C)CCC1=O
T8074,"D-Fructose-1,6-diphosphate trisodium salt octahydrate",38099-82-0,C([C@H]([C@H]([C@@H](C(=O)COP(=O)(O)[O-])O)O)O)OP(=O)([O-])[O-].[Na+].[Na+].[Na+]
T8072,S-Methyl-L-cysteine,1187-84-4,CSC[C@@H](C(=O)O)N
T8071,L-Lysine hydrochloride,657-27-2,NCCCC[C@@H](C(O)=O)N.Cl
T8069,Triethyl citrate,77-93-0,CCOC(CC(CC(OCC)=O)(C(OCC)=O)O)=O
T8067,Methyl Nonadecanoate,1731-94-8,CCCCCCCCCCCCCCCCCCC(OC)=O
T8066,Sulbenicillin Sodium,28002-18-8,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)C(C3=CC=CC=C3)S(=O)(=O)O)C(=O)O)C.[Na].[Na]
T8065,Tiamulin,55297-95-5,CCN(CC)CCSCC(O[C@H](C[C@@]1(C)C=C)[C@@](C)([C@@H]2C(CC3)=O)[C@H](C)CC[C@]23[C@@H](C)[C@@H]1O)=O
T8064,Lactobionic acid,96-82-2,C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O[C@H]([C@@H](CO)O)[C@@H]([C@H](C(=O)O)O)O)O)O)O)O
T8063,Cephapirin Benzathine,97468-37-6,CC(=O)OCC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)CSC3=CC=NC=C3)SC1)C(=O)O.CC(=O)OCC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)CSC3=CC=NC=C3)SC1)C(=O)O.C1=CC=C(C=C1)CNCCNCC2=CC=CC=C2
T8062,Cefazedone,56187-47-4,CC1=NN=C(S1)SCC2=C(N3[C@@H]([C@@H](C3=O)NC(=O)CN4C=C(C(=O)C(=C4)Cl)Cl)SC2)C(=O)O
T8061,Citronellal,106-23-0,CC(CCC=C(C)C)CC=O
T8057,Citronellyl acetate,150-84-5,CC(CCC=C(C)C)CCOC(C)=O
T8052,trans-2-Methyl-2-pentenoic Acid,16957-70-3,CC/C=C(\C)/C(O)=O
T8051,Bis(2-methyl-3-furyl)disulphide,28588-75-2,Cc(occ1)c1SSc1c(C)occ1
T8050,2-Methyltetrahydrofuran-3-one,3188-00-9,CC1OCCC1=O
T8047,(1R)-(-)-Menthyl acetate,2623-23-6,CC(C)[C@H](CC[C@@H](C)C1)[C@@H]1OC(C)=O
T8046,Tosufloxacin p-Toluenesulfonate Hydrate,1400591-39-0,CC1=CC=C(C=C1)S(=O)(=O)O.C1CN(CC1N)C2=C(C=C3C(=O)C(=CN(C3=N2)C4=C(C=C(C=C4)F)F)C(=O)O)F.O
T8040,Cholesterol myristate,1989-52-2,CCCCCCCCCCCCCC(=O)O[C@H]1CC[C@@]2([C@H]3CC[C@]4([C@H]([C@@H]3CC=C2C1)CC[C@@H]4[C@H](C)CCCC(C)C)C)C
T8039,Brucine sulfate heptahydrate,60583-39-3,COC1=C(C=C2C(=C1)[C@]34CCN5[C@H]3C[C@@H]6[C@@H]7[C@@H]4N2C(=O)C[C@@H]7OCC=C6C5)OC.O.O.O.O.O.O.O.OS(=O)(=O)O
T8038,7-Ethoxy-4-Methylcoumarin,87-05-8,CCOc(cc1)cc(O2)c1C(C)=CC2=O
T8036,6-Methylflavone,29976-75-8,CC1=CC2=C(C=C1)OC(=CC2=O)C3=CC=CC=C3
T8035,3'-Methoxyflavonol,76666-32-5,COC1=CC=CC(=C1)C2=C(C(=O)C3=CC=CC=C3O2)O
T8030,Ethyl pyruvate,617-35-6,CCOC(=O)C(C)=O
T8028,Farnesyl Acetate (mixture of isomers),29548-30-9,CC(C)=CCCC(C)=CCCC(C)=CCOC(C)=O
T8026,(S)-(?)-Limonene,5989-54-8,CC([C@@H]1CC=C(C)CC1)=C
T8024,3-Indoleacetonitrile,771-51-7,N#CCc1c[nH]c2c1cccc2
T8023,"2,3,4-Trihydroxybenzoic acid",610-02-6,OC(c(ccc(O)c1O)c1O)=O
T8022,Methyl furan-2-carboxylate,611-13-2,COC(=O)c1ccco1
T8021,Dibenzoyl Thiamine,299-88-7,CC1=NC=C(C(=N1)N)CN(C=O)/C(=C(/CCOC(=O)C2=CC=CC=C2)\SC(=O)C3=CC=CC=C3)/C
T8020,Benzoyleneurea,86-96-4,O=C(c(cccc1)c1N1)NC1=O
T8019,Sorbic acid,110-44-1,C\C=C\C=C\C(O)=O
T8018,"4-Hydroxy-3,5-dimethoxybenzyl alcohol",530-56-3,COc1cc(CO)cc(OC)c1O
T8017,Methylnonylketone,112-12-9,CCCCCCCCCC(C)=O
T8016,N-Benzylmethylamine,103-67-3,CNCc1ccccc1
T8015,4-METHOXYCHALCONE,959-33-1,COc1ccc(C=CC(c2ccccc2)=O)cc1
T8014,2-(2-Hydroxy-2-Propyl)-5-Methyl-5-Vinyltetrahydrofuran,60047-17-8,CC(C)(O)C1CCC(C)(O1)C=C
T8013,"(S)-(-)-3,7-Dimethyl-6-Octenal",5949-05-3,C[C@@H](CC\C=C(/C)C)CC=O
T8010,Dibutyl sebacate,109-43-3,CCCCOC(CCCCCCCCC(OCCCC)=O)=O
T8009,1-Furfurylpyrrole,1438-94-4,C(c1ccco1)n1cccc1
T8002,3-Hydroxycoumarin,939-19-5,OC1=Cc(cccc2)c2OC1=O
T8000,2-Isopropoxy-2-Phenylacetophenone,6652-28-4,CC(C)OC(C(=O)c1ccccc1)c1ccccc1
T7999,7-Hydroxyflavanone,6515-36-2,Oc(cc1)cc(OC(C2)c3ccccc3)c1C2=O
T7997,¦Â-D-Glucose pentaacetate,604-69-3,CC(=O)OC[C@H]1O[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O
T7995,Alpha-Angelica Lactone,591-12-8,CC1=CCC(=O)O1
T7994,3-Methoxyflavone,7245-02-5,COC1=C(c2ccccc2)Oc(cccc2)c2C1=O
T7993,8-Acetyl-7-Hydroxycoumarin,6748-68-1,CC(c(c(O)ccc1C=C2)c1OC2=O)=O
T7992,4-Hydroxyflavanone,6515-37-3,Oc1ccc(C(C2)Oc(cccc3)c3C2=O)cc1
T7991,2-Hydroxycinnamic acid,614-60-8,OC(=O)\C=C\c1ccccc1O
T7990,"9-hydroxy-4-androstene-3,17-dione",560-62-3,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1(O)[C@@]2([H])CCC2=CC(=O)CC[C@]12C
T7986,Methyl tetracosanoate,2442-49-1,CCCCCCCCCCCCCCCCCCCCCCCC(=O)OC
T7985,"4,4-Dimethoxychalcone",2373-89-9,COc1ccc(C=CC(c(cc2)ccc2OC)=O)cc1
T7984,2-Hydroxyflavanone,17348-76-4,Oc1c(C(C2)Oc(cccc3)c3C2=O)cccc1
T7983,Isoborneol,124-76-5,CC1(C)[C@@H]2CC[C@@]1(C)[C@H](O)C2
T7982,"3,6-Dihydroxyflavone",108238-41-1,Oc(cc1)cc(C2=O)c1OC(c1ccccc1)=C2O
T7981,2-Fluoroadenosine,146-78-1,Nc1nc(F)nc2n(cnc12)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
T7979,2-Hydroxychalcone,644-78-0,Oc1c(C=CC(c2ccccc2)=O)cccc1
T7977,Benzofuroxan,480-96-6,[O-][n+]1c(cccc2)c2no1
T7976,Erythorbic Acid,89-65-6,[H][C@@]1(OC(=O)C(O)=C1O)[C@H](O)CO
T7975,Rhodamine?B,81-88-9,[Cl-].CCN(CC)c1ccc2c(-c3ccccc3C(O)=O)c3ccc(cc3[o+]c2c1)N(CC)CC
T7973,BENZOFURAN-3-CARBALDEHYDE,4687-25-6,O=Cc1coc2ccccc12
T7972,Gallic aldehyde,13677-79-7,Oc1cc(C=O)cc(O)c1O
T7970,7-Ethoxycoumarin,31005-02-4,CCOc(cc1)cc(O2)c1C=CC2=O
T7967,Methyl behenate,929-77-1,CCCCCCCCCCCCCCCCCCCCCC(=O)OC
T7966,3-O-Ethyl-L-ascorbic acid,86404-04-8,CCOC([C@@H]([C@H](CO)O)OC1=O)=C1O
T7965,5'-Deoxy-5-fluorocytidine,66335-38-4,C[C@H]([C@H]([C@H]1O)O)O[C@H]1N(C=C(C(N)=N1)F)C1=O
T7964,Palatinitol,64519-82-0,OCC(O)[C@@H](O)[C@H](O)[C@H](O)CO[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
T7962,Cumalic Acid,500-05-0,OC(C(C=C1)=COC1=O)=O
T7960,Coumarin 7,27425-55-4,CCN(CC)c(cc1)cc(O2)c1C=C(c1nc(cccc3)c3[nH]1)C2=O
T7959,(+)-ISOPINOCAMPHEOL,24041-60-9,C[C@H]1[C@@H]2C[C@H](C[C@@H]1O)C2(C)C
T7958,Methyl Icosanoate,1120-28-1,CCCCCCCCCCCCCCCCCCCC(=O)OC
T7957,2-Isopropyl Thioxanthone,5495-84-1,CC(C)c(cc1)cc2c1Sc(cccc1)c1C2=O
T7956,(+)-Fenchone,4695-62-9,CC(C)([C@H]1C[C@]2(C)CC1)C2=O
T7934,7-Methylcoumarin,2445-83-2,Cc1ccc2ccc(=O)oc2c1
T7933,D(+)-LACTIDE,13076-17-0,C[C@H]1OC(=O)[C@@H](C)OC1=O
T7932,[(2-Methoxyphenoxy)Methyl]Oxirane,2210-74-4,COc1ccccc1OCC1CO1
T7931,"16a,17a-Epoxy-4-Pregnen-3,20-Dione",1097-51-4,[H][C@@]12C[C@@]3([H])[C@]4([H])CCC5=CC(=O)CC[C@]5(C)[C@@]4([H])CC[C@]3(C)[C@@]1(O2)C(C)=O
T7930,Linalyl Acetate,115-95-7,CC(=O)OC(C)(CC\C=C(\C)C)C=C
T7929,L-Aspartic Acid 4-Benzyl Ester,2177-63-1,N[C@@H](CC(=O)OCc1ccccc1)C(O)=O
T7927,¦Â-lonone,14901-07-6,CC1(C)C(C=CC(C)=O)=C(C)CCC1
T7926,Azo Rubine,3567-69-9,[Na+].[Na+].Oc1c(cc(c2ccccc12)S([O-])(=O)=O)N=Nc1ccc(c2ccccc12)S([O-])(=O)=O
T7925,Methyl benzoin,3524-62-7,COC(C(=O)c1ccccc1)c1ccccc1
T7919,6-Aminonicotinic acid,3167-49-5,Nc1ccc(cn1)C(O)=O
T7918,2-Amino-2-dichlorobenzophenone,2958-36-3,Nc1ccc(Cl)cc1C(=O)c1ccccc1Cl
T7917,4'-Hydroxychalcone,2657-25-2,Oc1ccc(cc1)C(=O)\C=C\c1ccccc1
T7914,Acenaphthylene,208-96-8,C1=Cc2cccc3cccc1c23
T7912,(1R)-(?)-Myrtenal    ,18486-69-6,CC1(C)[C@@H]2C[C@H]1C(C=O)=CC2
T7910,Anisic aldehyde,123-11-5,COc1ccc(C=O)cc1
T7909,¦Á-Terpinene,99-86-5,CC(C)C1=CC=C(C)CC1
T7908,DL-Methionine Methylsulfonium Chloride,3493-12-7,[Cl-].C[S+](C)CCC(N)C(O)=O
T7907,7-Methoxyflavone,22395-22-8,COc1ccc2c(c1)oc(cc2=O)-c1ccccc1
T7853,Pachycarpine,492-08-0,C1CCN2C[C@H]3C[C@H](CN4CCCC[C@H]34)[C@@H]2C1
T7849,Norspermine,4605-14-5,NCCCNCCCNCCCN
T7846,Aegeline,456-12-2,COc1ccc(C(O)CNC(=O)/C=C/c2ccccc2)cc1
T7786,Tryptanthrin,13220-57-0,O=C1c2ccccc2-n2c1nc1ccccc1c2=O
T7781,Reynoutrin,549-32-6,O=c1c(O[C@@H]2OC[C@@H](O)[C@H](O)[C@H]2O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12
T7671,Myosmine,532-12-7,c1cncc(C2=NCCC2)c1
T7634,3-Hydroxymandelic Acid,17119-15-2,O=C(O)C(O)c1cccc(O)c1
T7557,Guvacine hydrochloride,6027-91-4,Cl.O=C(O)C1=CCCNC1
T7480,1-Undecanol,112-42-5,CCCCCCCCCCCO
T7479,Ambroxide,6790-58-5,CC1(C)CCC[C@@]2(C)[C@H]1CC[C@@]1(C)OCC[C@H]21
T7472,7-Hydroxyflavone,6665-86-7,O=c1cc(-c2ccccc2)oc2cc(O)ccc12
T7470,6-Chloropurine,87-42-3,Clc1ncnc2[nH]cnc12
T7468,¦Á-Terpineol,10482-56-1,CC1=CC[C@@H](C(C)(C)O)CC1
T7456,4-Ethyloctanoic acid,16493-80-4,CCCCC(CC)CCC(=O)O
T7453,3-Hydroxycinnamic acid,14755-02-3,O=C(O)/C=C/c1cccc(O)c1
T7452,2-methoxycinnamaldehyde,1504-74-1,COc1ccccc1C=CC=O
T7450,"1-Phenyl-1,2-propanedione",579-07-7,CC(=O)C(=O)c1ccccc1
T7448,4-Hydroxyisoleucine,781658-23-9,CC(O)[C@H](C)[C@H](N)C(=O)O
T7446,Acetophenone,98-86-2,CC(=O)c1ccccc1
T7445,Acetamide,60-35-5,CC(N)=O
T7442,4-Isopropylbenzyl Alcohol,536-60-7,CC(C)c1ccc(CO)cc1
T7441,Cuminaldehyde,122-03-2,CC(C)c1ccc(C=O)cc1
T7438,"3,5-Dimethoxyphenol",500-99-2,COc1cc(O)cc(OC)c1
T7324,Chelidonine hydrochloride,4312-31-6,Cl.[H][C@]12[C@@H](O)Cc3cc4OCOc4cc3[C@@]1([H])N(C)Cc1c3OCOc3ccc21
T7283,sodium lauroyl-¦Á-hydroxyethyl sulfonate,T7283,CCCCCCCCCCCC(=O)CC(O)S(=O)(=O)[O-].[Na+]
T7220,Prohydrojasmon,158474-72-7,CCCCCC1C(CC(=O)OCCC)CCC1=O
T7132,BRASSINAZOLE,224047-41-0,CC(O)(C(Cc1ccc(Cl)cc1)n1cncn1)c1ccccc1
T7126,Hydroquinine,522-66-7,CCC1CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc12
T7113,6-paradol,27113-22-0,CCCCCCCC(=O)CCc1ccc(O)c(OC)c1
T7094,Levomefolic Acid,31690-09-2,CN1[C@@H](CNc2ccc(cc2)C(=O)N[C@@H](CCC(O)=O)C(O)=O)CNc2nc(N)[nH]c(=O)c12
T7056,Dronedarone,141626-36-0,CCCCN(CCCC)CCCOc1ccc(cc1)C(=O)c1c(CCCC)oc2ccc(NS(C)(=O)=O)cc12
T7053,p-Hydroxy-cinnamic acid,7400-08-0,OC(=O)\C=C\c1ccc(O)cc1
T7052,Gnetol,86361-55-9,Oc1cc(O)cc(\C=C\c2c(O)cccc2O)c1
T7051,"5,6,7-TRIMETHOXYFLAVONE",973-67-1,COc1cc2oc(cc(=O)c2c(OC)c1OC)-c1ccccc1
T7050,alpha-Tocopherolquinone,7559-04-8,CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@@](C)(O)CCC1=C(C)C(=O)C(C)=C(C)C1=O
T7049,Herniarin,531-59-9,COc1ccc2ccc(=O)oc2c1
T7047,Dipalmitin,26657-95-4,O=C(CCCCCCCCCCCCCCC)OCC(O)COC(=O)CCCCCCCCCCCCCCC
T7036,"2,4'-Dihydroxybenzophenone",606-12-2,c1ccc(c(c1)C(=O)c1ccc(cc1)O)O
T7035,ANTHRAQUINONE-2-CARBOXYLIC ACID,117-78-2,c1ccc2c(c1)C(=O)c1c(C2=O)cc(cc1)C(=O)O
T7034,1-IODOADAMANTANE,768-93-4,IC12CC3CC(CC(C3)C1)C2
T7029,Pseudolaric Acid C,82601-41-0,C/C(=C\C=C\[C@@]1([C@@H]2CC[C@@]3([C@@]2(CCC(=CC3)C(=O)OC)O)C(=O)O1)C)/C(=O)O
T7028,LICOCHALCONEC,144506-14-9,COc1c(\C=C\C(=O)c2ccc(O)cc2)ccc(O)c1CC=C(C)C
T7027,EURYCOMANONE,84633-29-4,CC1=CC(=O)[C@H]([C@]2([C@H]1C[C@@H]3[C@]45[C@@H]2[C@]([C@@H](C(=C)[C@@]4([C@H](C(=O)O3)O)O)O)(OC5)O)C)O
T7026,KukoaMine B,164991-67-7,NCCCN(CCCCNCCCNC(=O)CCc1ccc(O)c(O)c1)C(=O)CCc1ccc(O)c(O)c1
T7025,Rehmannioside D,81720-08-3,OC[C@H]([C@H]([C@@H]([C@H]1O)O)O)O[C@H]1O[C@@H]([C@@H]1C(CO)=C[C@H]2O)OC=C[C@@]12O[C@@H]([C@@H]([C@H]1O)O[C@@H]([C@@H]([C@H]2O)O)O[C@H](CO)[C@H]2O)O[C@H](CO)[C@H]1O
T7024,Qingyangshengenin,84745-94-8,CC(=O)[C@]1(O)CC[C@@]2(O)[C@]1(C)[C@@H](C[C@@H]1[C@@]3(C)CC[C@H](O)CC3=CC[C@@]21O)OC(=O)c1ccc(O)cc1
T7004,Tubercidin,69-33-0,Nc1ncnc2n(ccc12)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
T6S2384,Poliumoside,94079-81-9,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](OCCc3ccc(O)c(O)c3)[C@H](O)[C@@H](O[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)[C@@H]2OC(=O)\C=C\c2ccc(O)c(O)c2)[C@H](O)[C@H](O)[C@H]1O
T6S2356,(+)-Corynoline,18797-79-0,CN1Cc2c3OCOc3ccc2[C@@]2(C)[C@@H](O)Cc3cc4OCOc4cc3[C@@H]12
T6S2315,Polyphyllin VI,55916-51-3,C[C@@H]1[C@@]2(CC[C@@H](C)CO2)O[C@H]2C[C@H]3[C@@H]4CC=C5C[C@H](CC[C@]5(C)[C@H]4CC[C@]3(C)[C@@]12O)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O[C@H]1O[C@@H](C)[C@H](O)[C@@H](O)[C@H]1O
T6S2252,Sweroside,14215-86-2,OC[C@H]1O[C@@H](O[C@@H]2OC=C3[C@@H](CCOC3=O)[C@H]2C=C)[C@H](O)[C@@H](O)[C@@H]1O
T6S2247,Alismoxide,87701-68-6,CC(C)C1=C[C@H]2[C@@H](CC[C@]2(C)O)[C@](C)(O)CC1
T6S2246,Alisol B 23-acetate,26575-95-1,C[C@H](C[C@H](OC(C)=O)[C@H]1OC1(C)C)C1=C2C[C@H](O)[C@H]3[C@@]4(C)CCC(=O)C(C)(C)[C@@H]4CC[C@]3(C)[C@@]2(C)CC1
T6S2243,Alisol A 24-acetate,18674-16-3,C[C@H](C[C@H](O)[C@@H](OC(C)=O)C(C)(C)O)C1=C2C[C@H](O)[C@H]3[C@@]4(C)CCC(=O)C(C)(C)[C@@H]4CC[C@]3(C)[C@@]2(C)CC1
T6S2238,Eupalinolide B,877822-41-8,CC(=O)OC\C1=C/C[C@H](OC(C)=O)\C(C)=C\[C@H]2OC(=O)C(=C)[C@@H]2[C@@H](C1)OC(=O)C(\C)=C\CO
T6S2227,Spinosin,72063-39-9,COc1cc2oc(cc(=O)c2c(O)c1[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)-c1ccc(O)cc1
T6S2146,Epimedin B,110623-73-9,COc1ccc(cc1)-c1oc2c(C\C=C(/C)C)c(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc(O)c2c(=O)c1O[C@@H]1O[C@@H](C)[C@H](O)[C@@H](O)[C@H]1O[C@@H]1OC[C@@H](O)[C@H](O)[C@H]1O
T6S2140,Anhydroicaritin,38226-86-7,COc1ccc(cc1)-c1oc2c3CCC(C)(C)Oc3cc(O)c2c(=O)c1O
T6S2123,Ginkgolic acid C15:1,22910-60-7,CCCCCC\C=C/CCCCCCCc1cccc(O)c1C(O)=O
T6S2116,Ginkgolic acid C17:1,111047-30-4,CCCCCC\C=C/CCCCCCCCCc1cccc(O)c1C(O)=O
T6S2115,Ginkgolide J,107438-79-9,C[C@@H]1C(=O)O[C@H]2C[C@]34[C@@H]5OC(=O)[C@]3(O[C@@H]3OC(=O)[C@H](O)[C@]43[C@@H]([C@H]5O)C(C)(C)C)[C@@]12O
T6S2099,Geraniin,60976-49-0,Oc1cc(cc(O)c1O)C(=O)O[C@@H]1O[C@@H]2COC(=O)c3cc(O)c(O)c(O)c3-c3c(O)c(O)c(O)cc3C(=O)O[C@H]3[C@@H]2OC(=O)C2=CC(=O)[C@]4(O)Oc5c(O)c(O)cc(c5[C@H]2C4(O)O)C(=O)O[C@@H]13
T6S2038,Ziyuglycoside II,35286-59-0,C[C@@H]1CC[C@@]2(CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O[C@@H]6OC[C@H](O)[C@H](O)[C@H]6O)C(C)(C)[C@@H]5CC[C@@]34C)[C@@H]2[C@]1(C)O)C(O)=O
T6S2025,8-O-Acetylharpagide,6926-14-3,CC(=O)O[C@@]1(C)C[C@@H](O)[C@]2(O)C=CO[C@@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@H]12
